genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_min,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Reggaeton,Rocko y Blasty,Por Qué Juegas Conmigo?,3MIrg9R2s6b8gD0IMvt7AO,32,0.146,0.739,3.50315,0.816,0.0,0.319,-4.92,0.0683,90.014,0.515
Soundtrack,Henry Jackman,Brother's Keeper,0R9d8PatOZ6uojbOYVsThm,34,0.187,0.222,3.99445,0.559,0.887,0.167,-13.03,0.0509,131.98,0.0533
Opera,Jacques Offenbach,"Les contes d'Hoffmann, Act II: Ne plus chanter (Live)",0T54HCPrirVSYfgit3Ug2L,0,0.977,0.183,3.5977833333333336,0.0188,5.11e-06,0.362,-32.113,0.0474,81.283,0.0531
Soundtrack,Max Richter,Sublunar - Pt. 6,3RlQotbCzQW00zgUxQukXs,31,0.993,0.0741,2.1318333333333332,0.105,0.961,0.112,-27.019,0.0387,79.143,0.0308
Soundtrack,Michael Giacchino,When Has Become Now,18teqnZDn9NnEukEP9JurW,36,0.816,0.168,1.9913333333333336,0.117,0.896,0.071,-13.087,0.0367,98.524,0.165
Soundtrack,James Newton Howard,The Queen of Faerieland,2U5tv20vnwfChjmhFSWhzB,29,0.832,0.173,3.42445,0.0999,0.899,0.0503,-20.561,0.0397,115.64,0.0435
Anime,Sheena Ringo,闇に降る雨,7rew9pVJCEI1T604jsIoyf,26,0.00332,0.514,5.06,0.718,0.00201,0.348,-3.907,0.0356,129.942,0.574
Blues,Joe Walsh,Rivers (Of the Hidden Funk),1OMqLnz5Wu0CTpIwv0hhqa,38,0.00488,0.717,5.102216666666667,0.589,0.00874,0.0451,-11.183,0.0328,98.678,0.803
Electronic,G Jones,Soundtrack to the Machine,2o6Ofau1XicXEcREBZnhZI,36,0.0629,0.664,2.711333333333333,0.895,0.0324,0.156,-5.398,0.465,150.079,0.372
Ska,Propagandhi,Anti-Manifesto,5pC1EmGL0mLkqZblnEe1hH,44,0.000793,0.349,3.582,0.969,0.00344,0.117,-4.621,0.114,114.994,0.629
Opera,Giuseppe Verdi,"Otello / Act 1: ""Roderigo, ebben che pensi?""",7IyD6NWTbZpdFIh9UW3qJ7,15,0.982,0.418,2.346,0.14,0.0,0.53,-22.867,0.374,170.699,0.404
Soul,Parliament,Backwoods,5oWtZBMy3WFsyAnpd9PMAT,48,0.12,0.766,6.1947,0.376,0.0,0.125,-11.343,0.397,103.956,0.56
World,Lee Moon Sae,소녀,06hyVZeZrKaQlbIDKgbpV9,30,0.756,0.585,2.5593333333333335,0.331,7.3e-05,0.127,-8.99,0.0299,119.467,0.163
World,North Point InsideOut,Sons And Daughters - Live,44kdHO4AIAuslVATDrWWQm,43,0.302,0.285,6.487983333333333,0.472,9.81e-06,0.516,-6.51,0.0301,147.711,0.313
Opera,Ian Bostridge,"Nachtstück, D. 672",4NGBY9QKN1DPakxC4KWkhh,8,0.985,0.273,5.474216666666667,0.0413,5.89e-05,0.0865,-23.291,0.0587,84.532,0.0377
Hip-Hop,2 Chainz,Money In The Way,1Du1gIiBziiR6SUx3gnSvr,71,0.238,0.79,2.6942166666666667,0.793,2.14e-06,0.305,-4.138,0.2,85.006,0.584
Anime,Taro Hakase,One pint of Love,1H4fnE9FJUOlMmneuV5uNy,26,0.258,0.391,5.2317833333333335,0.85,0.0172,0.115,-5.446,0.0533,124.517,0.636
Folk,Bob Seger,Turn The Page - Live,3P2XAL8UpPBM3nfvuEjHHE,50,0.193,0.528,5.042716666666666,0.362,0.0,0.794,-10.352,0.0322,78.801,0.305
Country,Cody Johnson,Slam The Door,3rk6xgHD8mrmmPunRB122A,44,0.0525,0.586,3.6722166666666665,0.639,1.07e-06,0.454,-6.274,0.0277,125.073,0.766
World,Shane & Shane,That's How You Forgive,2WXuukNFeCnrAiUs4KeAld,28,0.246,0.499,3.1493333333333333,0.767,0.0,0.229,-7.059,0.0504,159.982,0.625
Country,Dylan Scott,Love Yourself,7g6KRfjT9n3JWNJtyZtcA5,41,0.8,0.706,3.6570833333333335,0.639,0.0,0.372,-4.853,0.0394,100.141,0.858
Opera,Giuseppe Verdi,"Nabucco / Act 3: ""Va, pensiero, sull'ali dorate""",5Ua5Rpo1NJAcxlAYB06rwd,5,0.98,0.153,4.007783333333333,0.0885,0.593,0.112,-20.894,0.0423,83.05,0.137
Reggaeton,Croni-K,Arriba la vida (feat. Chocolate Blanco & Capozana),6YHYQ8qvOK3ALFxKzWZKeZ,46,0.186,0.68,4.435116666666667,0.864,0.0,0.296,-5.39,0.0472,104.994,0.868
Reggae,Collie Buddz,Payback's a B**ch,1qCNq0j9hLRt8NVlL1SAO8,32,0.084,0.806,3.19895,0.779,0.0,0.0695,-4.746,0.0637,104.045,0.82
Reggaeton,Olga Tanon,La Gran Fiesta,0HdOG3rgdf10C8zA3Oz2Zs,42,0.374,0.791,3.568216666666667,0.933,0.0,0.122,-4.417,0.0567,109.998,0.912
Anime,Naoyuki Onda,Dreams,2DKRT3xx7LcSSwpdwomLWC,7,0.991,0.453,3.4873333333333334,0.157,0.89,0.115,-16.028,0.0498,154.055,0.0703
World,Rivers & Robots,Forevermore,4jkCZo3N814zLkHK3w3JgX,38,0.391,0.442,5.971333333333333,0.338,0.00043,0.117,-13.599,0.0283,136.142,0.169
Blues,Bigg Robb,Lets Straighten It Out,76ISxx1fpRyfrjLSQQ6pb4,27,0.0136,0.763,4.790483333333333,0.542,6.07e-06,0.0345,-3.984,0.0721,160.956,0.805
Movie,Kristin Chenoweth,God and Me,7yuMArHURfsiaeNuKPS7M7,21,0.723,0.513,2.98,0.507,0.0,0.142,-6.194,0.0277,147.895,0.425
Children's Music,Party Time Kids Band,The Hampster Dance,66R6PAbBG0hZEKmOV1zJtH,0,0.00316,0.727,3.49515,0.823,0.688,0.199,-9.605,0.0405,136.019,0.889
Soul,Levert,ABC-123,3msTYr3qkU0vN4Rb9J8zUU,38,0.183,0.746,5.932216666666666,0.437,0.0,0.0478,-8.814,0.0284,147.819,0.394
Movie,Liz Callaway,Goodbye for Now (Reds),12fn3AJsixlfCJ17zzjuVa,5,0.951,0.25,2.498883333333333,0.192,1.48e-05,0.0702,-15.899,0.0362,93.668,0.192
Soundtrack,Joris de Man,Envoys - Part 3 - Onwards To Meridian,2vEx7GO5LJobks3pSA772b,28,0.94,0.0953,2.3179666666666665,0.115,0.757,0.0789,-23.513,0.0381,85.263,0.0539
Hip-Hop,"nothing,nowhere.",I've Been Doing Well,5AzZlNnurBrKzRcv44CxKg,51,0.627,0.628,4.916666666666667,0.455,7.86e-05,0.325,-13.184,0.0676,120.016,0.16
Soul,Lawrence,Homesick,64OcVQq3FBoGm2twUd3044,35,0.447,0.376,3.30045,0.713,0.0,0.106,-6.059,0.0391,81.941,0.698
Reggae,Ziggy Marley,Still The Storms,3A7jiU1I13yDzoX4V92enf,28,0.276,0.959,5.5857833333333335,0.745,9.51e-05,0.0397,-8.664,0.0425,117.057,0.748
Soundtrack,Max Richter,Outmaneuvered,1JdtMUCelx2h8FXCzsi549,32,0.466,0.521,5.451783333333333,0.174,0.793,0.0987,-21.305,0.0312,135.965,0.0383
Comedy,John Mulaney,We should hang out,3kC4q0x7s8gNt7XoMhHTD9,44,0.882,0.597,1.128,0.683,0.0,0.932,-8.668,0.894,110.417,0.855
Reggae,Ky-Mani Marley,Light Up (feat. Ky-Mani Marley),246sy6ZMDZv48qaXUzbWI0,31,0.0569,0.704,3.3202166666666666,0.701,0.0,0.251,-6.462,0.303,148.238,0.524
Ska,Tim Timebomb,Nihilism,3oVEQZezTHbOUmmgaHoYaa,19,0.302,0.65,1.97995,0.868,0.0248,0.481,-4.665,0.0523,119.889,0.692
World,Fatoumata Diawara,Mousso,5nqOT8O0BA0e4vB86G2c90,37,0.724,0.448,3.3146666666666667,0.539,0.00592,0.112,-9.712,0.0513,88.721,0.639
Dance,Case,Faded Pictures,1CAw3ethNuSDPf3E7luSFF,58,0.145,0.64,3.82955,0.527,3.98e-06,0.134,-7.683,0.286,164.029,0.603
Country,Lynyrd Skynyrd,Every Mother's Son,2EbqdV1M0RsFuo8QdAXLck,44,0.248,0.582,4.959333333333333,0.636,0.00476,0.189,-11.562,0.0315,106.402,0.627
Dance,Hayley Kiyoko,What I Need (feat. Kehlani),5nFyaoBWwwMJ9fv33tZ2MB,71,0.0537,0.633,3.6586666666666665,0.793,0.0,0.16,-4.126,0.055,103.97,0.414
Opera,Giuseppe Verdi,Requiem: V. Agnus Dei,14nrQ7qp59xf9j1un6MRfg,9,0.982,0.101,5.14,0.019,7.68e-05,0.0994,-31.619,0.0472,79.975,0.0447
Folk,Jeff Tweedy,Lost Love,2ETinYu3VMq2XiJLrnar5N,37,0.922,0.717,2.47045,0.143,0.0054,0.0946,-15.189,0.0475,124.6,0.674
Anime,DECO*27,スクランブル交際,47N8iLKk6fnFSaF732z236,38,0.0114,0.613,3.05355,0.878,0.0,0.0774,-4.882,0.0469,149.992,0.95
Hip-Hop,Aminé,CANTU,3OzwuqlBU5IInWGKhIDhTq,60,0.247,0.907,2.621783333333333,0.405,0.0,0.538,-8.35,0.465,137.945,0.856
Hip-Hop,Bazanji,Beachside,7tld8T5xAPfOtMDYJ0GpdO,56,0.0627,0.711,3.7834,0.69,0.0,0.263,-4.948,0.0581,77.178,0.196
Reggaeton,Lary Over,Me Importa un Carajo,0dpy2Ul3MEPABpfY7tQBl9,48,0.848,0.888,3.79155,0.569,6.8e-05,0.115,-5.079,0.259,120.074,0.356
Reggaeton,Don Omar,Intro- El Rey,0qv8Bc7ZZ81dO4VL9TXi3o,16,0.0773,0.794,3.4031166666666666,0.721,0.0407,0.0785,-7.603,0.148,94.015,0.288
Anime,Masakatsu Takagi,All The Warm Lives,4N5sY4u693lJLlHoNd4jGN,19,0.996,0.454,2.22555,0.069,0.912,0.101,-25.705,0.0694,106.651,0.148
Soul,Candi Staton,Nights On Broadway,4eNNZ0JPhSTofhZVGJzy6h,0,0.11,0.686,3.497116666666667,0.561,0.0,0.109,-11.607,0.0851,102.09,0.933
Classical,Maurice Ravel,"Daphnis et Chloé Suite No.2, M.57b",31TztezV2xHBLO1QlBsW5o,24,0.955,0.17,16.283333333333335,0.196,0.827,0.0489,-18.034,0.0453,81.811,0.0346
R&B,TXS,Destroyed,7ioYK1RkzkBiDhmokkp1X9,43,0.499,0.71,3.596033333333333,0.535,0.0,0.0356,-4.371,0.274,60.094,0.613
Reggaeton,Combinacion De La Habana,Asi Soy Yo,1OiOBiZBcnp3IGRZcLntUq,51,0.546,0.729,4.634833333333333,0.887,0.0,0.221,-7.036,0.0426,102.069,0.696
World,Fela Kuti,O.D.O.O. - Edit,7yEPnFUTRWmfrLGLu24DRz,27,0.668,0.87,6.91555,0.71,2.86e-06,0.0823,-7.117,0.113,115.286,0.642
Soundtrack,Henry Jackman,Time to Suit Up,5KuPSTF8QA6Z46Ni4dThLi,34,0.869,0.0781,2.0911166666666667,0.034,0.923,0.186,-23.069,0.0451,81.577,0.0327
Opera,Tomaso Albinoni,Albinoni / Giazotto : The Beatitudes (Adagio),2ni7sTcoSwjfNdeBgDDssJ,21,0.966,0.132,6.262216666666666,0.235,0.954,0.119,-15.747,0.0352,94.615,0.0364
Blues,Jimi Hendrix,Are You Experienced?,02POyqtbrdmYQ3RxsTrYMD,48,0.0277,0.403,4.2602166666666665,0.763,0.00985,0.148,-6.727,0.118,82.812,0.455
Comedy,Brad Williams,Most Accents Are Sexy,75ZrjTAHUcUwIp5cxi23aG,24,0.906,0.542,2.3607,0.424,0.0,0.69,-21.675,0.945,89.399,0.533
Reggae,Katastro,Lovin You Too Long,26q4zrOXyLQZVe12IQ55gk,33,0.208,0.706,3.2516166666666666,0.768,0.0,0.0865,-6.158,0.204,154.883,0.605
Reggae,Los Cafres,Corazoncito,5kfTTsve31mQ8zGwcoZIVc,45,0.209,0.737,3.876,0.567,6.43e-06,0.126,-6.793,0.053,83.012,0.851
Indie,Beach Fossils,Agony,2GLhux0GiSvmy2gffnrp72,47,0.706,0.566,3.42225,0.33,0.00555,0.129,-10.151,0.0248,101.927,0.0762
Electronic,Lamb,We Fall in Love,3V6GBpH80UmAv6ONh3prgF,39,0.0224,0.652,5.211783333333333,0.839,0.59,0.12,-7.784,0.0359,116.994,0.12
Children’s Music,Foster The People,I Would Do Anything for You,5fgb3Md1xjt3mxeBqguiIA,61,0.0372,0.597,3.568,0.848,2.33e-05,0.122,-5.841,0.0308,128.009,0.437
Electronic,Space Laces,Phone Tap,4etXeoHiuYVxdTZltNvSuj,45,0.00108,0.618,3.14285,0.943,0.0143,0.107,-2.334,0.157,140.056,0.231
Country,Lorrie Morgan,Except for Monday,7JtjHUIuLcPaEKZiUBXPC6,42,0.0893,0.649,2.9288833333333333,0.596,6.69e-06,0.0624,-12.043,0.0318,170.134,0.924
Jazz,Four80East,Are You Ready?,3Z1dUELsEnWOzsIOdTjeAi,39,0.271,0.596,5.451666666666667,0.692,2.67e-06,0.151,-7.107,0.146,122.049,0.496
Blues,The Black Crowes,Soul Singing,53iyt9vi8jhkOqpYVVwkf9,35,0.0298,0.382,4.251783333333333,0.615,9.8e-05,0.228,-11.285,0.037,168.614,0.578
Hip-Hop,Machine Gun Kelly,Spotlight,72nxQrIi70DmIfuzFoRh7B,51,0.0933,0.572,5.06,0.621,6.86e-05,0.156,-8.536,0.125,92.97,0.351
Alternative,Solange,Stay Flo,6GCIYIWUBSLontW6divqsw,62,0.397,0.823,2.92845,0.558,2.03e-05,0.0821,-7.119,0.0278,155.974,0.674
Movie,Randy Newman,The Big Race,4nbE2qIb4Dplf4ssGA8ETW,34,0.893,0.247,3.119783333333334,0.398,0.944,0.282,-11.309,0.0457,123.469,0.05
Hip-Hop,Yandel,Nunca Me Olvides,27ebni0DfbT5Owz6W42HP8,63,0.236,0.814,4.026,0.785,0.0,0.297,-4.566,0.0452,95.005,0.629
Comedy,Caroline Rhea,What Is It You Can't Face?,6PQpo9nJ0U8t71ppCTLRw2,15,0.737,0.48,4.4508833333333335,0.853,0.0,0.944,-13.263,0.918,84.412,0.307
Classical,Franz Joseph Haydn,"Cello Concerto No. 1 In C Major, Hob.VIIb:1 : II. Adagio",1ZlovJdZSHKErpP0LO5QS5,24,0.97,0.144,8.520883333333334,0.0361,0.583,0.251,-25.028,0.0518,88.753,0.0966
Dance,Christina Aguilera,Just A Fool,6nS1vMV1zs8c0Lk6mud78D,59,0.0417,0.573,4.229116666666667,0.857,0.0,0.179,-2.85,0.0432,83.07,0.406
Comedy,Kurt Metzger,This Joke's A Fifty Fifty.,0LVSFe055wtdGbe9AQT92l,22,0.715,0.501,5.19135,0.857,0.0,0.857,-7.683,0.892,85.133,0.439
R&B,Justine Skye,Heaven,4vPHr6NrIlCWlw2Owjbdge,47,0.442,0.756,3.412,0.344,0.0,0.252,-7.31,0.0693,120.006,0.412
Jazz,Boney James,Better with Time (feat. Bilal),1nzQOY0GzShbw08kAnohtQ,41,0.411,0.628,5.42,0.491,1.69e-05,0.0523,-9.186,0.0458,91.015,0.409
Jazz,Nat King Cole,El Bodeguero (Grocer's Cha-Cha),4DfK9livSlasQjziFFVEql,39,0.838,0.855,2.4048833333333333,0.594,0.0,0.149,-8.181,0.0432,118.765,0.965
Reggae,Israel Vibration,Vulture - Live 95,4IZHOXz1H1PWpC8fTupHmd,30,0.274,0.673,4.541783333333333,0.625,0.053,0.433,-8.522,0.0524,153.764,0.783
Opera,Robert Merrill,Gesticulate,1MQnnhjDq1DaPso8I3FZpT,6,0.887,0.398,4.795116666666667,0.396,1.87e-05,0.178,-14.15,0.123,77.152,0.276
Blues,The Allman Brothers Band,It's Not My Cross To Bear,5YZyXcUMthPEKipUUBzH5W,33,0.588,0.336,5.058683333333334,0.411,0.00365,0.224,-13.638,0.0406,129.725,0.34
Children’s Music,Lecrae,Boasting,4bus5FmgAbrEvZfvkISjNg,47,0.216,0.399,3.77,0.74,0.0,0.368,-4.017,0.285,77.531,0.375
Reggaeton,Fuego,Por Ti,4jNgZLIfEHLnVkSLiliiZs,39,0.265,0.816,3.1386666666666665,0.506,0.0,0.106,-6.409,0.246,129.962,0.538
Reggae,Garnett Silk,Hello Africa,5EGuK6jWpU8l8bbE6FHSAA,35,0.0176,0.709,3.516,0.722,0.0,0.0442,-5.185,0.0357,166.71,0.947
Electronic,MC Hammer,2 Legit 2 Quit,4ZnKSrukEcPuMxGrcZEEh1,49,0.0395,0.853,5.56045,0.889,6.88e-06,0.0313,-6.771,0.0828,124.542,0.659
Rock,Panic! At The Disco,Do You Know What I'm Seeing?,1ac22sFSlj3iaQV2qAsFkK,55,0.0851,0.51,4.2397833333333335,0.67,0.0,0.162,-7.519,0.0343,124.144,0.265
Reggaeton,J Alvarez,Alimentas Mi Alma,4cdDwk1tTDrpamnBflqhAK,25,0.572,0.592,4.0251166666666665,0.518,0.0,0.139,-6.927,0.0279,169.972,0.564
Classical,Andrei Krylov,Magic Lullaby for My Baby,1USguZjyxLgjrQzDXPckVY,27,0.984,0.464,2.9490333333333334,0.116,0.926,0.113,-23.072,0.0445,124.457,0.437
Reggaeton,Kelmitt,Todo Tiene Su Final (feat. Genio & Baby Johnny),4nSHrL1pWdaawfCCjXX4rO,46,0.316,0.765,4.221183333333333,0.574,0.0,0.11,-7.067,0.169,174.027,0.645
Anime,Kensuke Ushio,rev,3kMi9W7Cnv8AAJIeCRsN4U,31,0.984,0.333,1.56645,0.0955,0.956,0.0964,-27.434,0.109,119.316,0.355
Indie,Quinn XCII,New Wave,7ikHJI8Kd19vI10imjaNzW,54,0.0158,0.524,3.5166666666666666,0.679,1.92e-06,0.554,-8.117,0.0636,179.97,0.474
Blues,Carl Sims,I'm Trapped,1Vf0BkOzwIWS6Vkfn7giL5,35,0.0166,0.535,7.6991,0.473,0.0,0.0459,-14.876,0.0533,163.926,0.817
Ska,Teenage Bottlerocket,Never Gonna Tell You,4NP49ynQxYLkh3Vekemtge,24,0.000566,0.453,2.046666666666667,0.961,0.000149,0.261,-4.07,0.0649,187.897,0.783
World,Matt Maher,Unwavering,0g3l69Ovw435qFQwtz1SbD,25,0.168,0.469,5.995333333333333,0.51,4.88e-06,0.114,-6.139,0.0282,137.988,0.204
Soundtrack,Max Richter,Iconography,6RdySnqgL63I7ISbYOECjL,30,0.973,0.288,3.64755,0.163,0.901,0.101,-20.425,0.0433,69.041,0.0385
Reggaeton,Yampi,Ando,4mp34tvw4ewgDEu1hbnSuZ,33,0.284,0.837,7.491666666666666,0.795,1.27e-05,0.311,-5.839,0.209,93.982,0.81
Indie,Cigarettes After Sex,Nothing's Gonna Hurt You Baby,3GhsBdS9ulPK3KCdwHRPhG,62,0.272,0.509,4.77155,0.331,0.136,0.114,-14.083,0.0267,96.848,0.0957
Electronic,Black Tiger Sex Machine,Face Down ft. Panther - Riot Ten x CYBPNK Remix,3E33d9h7z2dqQjTrGngPQ1,28,0.0268,0.529,3.627083333333333,0.87,8.05e-05,0.308,-4.322,0.31,75.027,0.203
Folk,Don McLean,Vincent,0VNzEY1G4GLqcNx5qaaTl6,67,0.908,0.419,4.058216666666667,0.085,5.33e-06,0.34,-19.387,0.0362,91.509,0.458
Reggaeton,Jadiel,La Distancia,3GGdfiWpHCzGqrJ9lm7ynN,28,0.153,0.636,3.5791666666666666,0.762,0.0,0.404,-4.749,0.0424,172.032,0.448
Comedy,Paul F. Tompkins,Weird!,01QLkWHC9ikQR4LmtDW8BF,15,0.861,0.572,7.301783333333334,0.424,0.0,0.959,-16.016,0.918,121.757,0.398
Children's Music,Little Apple Band,Queen of Mars,5w9Sfilg3CQqxfv85e56NU,0,0.028,0.69,1.2686333333333333,0.545,0.00137,0.135,-7.727,0.153,99.812,0.394
Movie,Daniel Lavoie,Fidèle,1VfbNmnBLvlAPEcwJLMZoo,12,0.829,0.372,3.69445,0.273,6.26e-05,0.0811,-14.112,0.037,157.972,0.336
Opera,Giacomo Puccini,"Suor Angelica, SC 87: I desideri sono i fiori dei vivi",1qIrFTPAzD0ztHbBBUCXf0,8,0.97,0.277,9.787783333333334,0.046,3.76e-05,0.0929,-27.371,0.0557,82.01,0.0616
Blues,Omar Cunningham,"Sweet, Sweet",1Ipa6ExHF0cCj00ndTOl7b,22,0.0855,0.682,4.144633333333333,0.407,0.000102,0.108,-5.237,0.0398,140.75,0.519
Folk,Dr. Dog,Could've Happened to Me,7mNN36mmRFGcvXwwaeT0hU,46,0.43,0.577,3.0117666666666665,0.784,0.022,0.158,-6.43,0.044,144.878,0.662
Classical,Wiener Philharmoniker,"Sola, Sola, In Buio Loco 2. Akt / Act 2",1X1fex6m8DXBbBnNcqw2UO,33,0.966,0.346,8.22245,0.209,0.000139,0.889,-15.74,0.0465,98.884,0.174
Classical,Igor Stravinsky,The Rite of Spring: Part Two: The Sacrifice: Introduction,6meH1ODBOpn1RAlpB1C6Jc,27,0.851,0.138,4.61155,0.00249,0.143,0.163,-38.759,0.0405,140.794,0.0329
Anime,Project Destati,Dearly Beloved,4L5fg4zP4A6zGRpfFL7gnW,35,0.965,0.339,3.8361833333333335,0.21,0.703,0.104,-10.549,0.0338,127.812,0.0826
Soul,Son Little,Lay Down,3x8IsQzb1KhPPo6zNGzzL1,52,0.775,0.467,3.8,0.257,0.0,0.118,-10.123,0.0314,106.605,0.255
Classical,Andrea Bocelli,Contigo En La Distancia,0yr0SlnPQL15XsGB2MYGxo,33,0.871,0.298,3.9188833333333335,0.339,0.00637,0.122,-12.059,0.0326,148.083,0.139
Blues,Southern Avenue,What Did I Do,2ITbC6v8GHxn33LT4Qq4ym,38,0.378,0.39,3.8766666666666665,0.722,0.000178,0.117,-4.114,0.082,198.894,0.876
Ska,Desmond Dekker,Bongo Gal,6v7KzwLPCyuIPSPr4hVsFK,20,0.576,0.777,2.4848833333333333,0.56,0.787,0.089,-6.593,0.0817,74.827,0.404
Comedy,Ron White,I Was Just Laughing,7cXBp4HwwW0IFb6bq6X0p0,16,0.454,0.821,3.9843333333333337,0.544,0.00337,0.0924,-10.293,0.231,119.951,0.424
Reggaeton,Mora,Señorita,6jybQsuUyW4BGwW0q4hIF7,38,0.587,0.662,3.6288666666666662,0.555,8.18e-06,0.106,-10.24,0.42,194.039,0.659
Comedy,Kurt Metzger,Kurt talks to young people about dating and plastic surgery.,2RYCTS0oUio8ExYCopYJDa,19,0.918,0.444,4.739333333333334,0.865,0.0,0.653,-8.601,0.936,80.294,0.301
Dance,Bea Miller,outside,7o6Hh7RLYO6DJXz1aAngt4,52,0.0888,0.691,3.3413333333333335,0.697,0.0,0.152,-4.272,0.237,79.917,0.805
Blues,Tedeschi Trucks Band,She Ain't a Child No More – Live at Spotify NYC,3WEF5dHL7jmTTEzyY6WFYC,25,0.303,0.651,3.5536666666666665,0.885,0.0,0.35,-4.639,0.163,139.777,0.854
Alternative,Brandon Heath,Whole Heart,1uyfFrOODBO0dFQkzm0LzA,48,0.416,0.613,3.0582166666666666,0.773,0.0,0.0875,-3.845,0.0297,96.037,0.618
Classical,Franz Liszt,"Ständchen (From Schwanengesang, D957)",1Fye8VOMOlXxtBo02TpNWD,56,0.994,0.311,6.265333333333333,0.0075,0.943,0.0877,-30.619,0.0397,68.138,0.0387
Soundtrack,Jeff Russo,Sudden Birth,6ylsSMyrxu1VDp29EcIxkX,37,0.741,0.116,1.6062166666666666,0.183,0.813,0.114,-19.43,0.0391,153.557,0.0722
Comedy,Adam Sandler,Lunchlady Land,5J34sQP0Y9rCsvqkLSkXmt,32,0.699,0.405,5.050666666666666,0.558,0.0,0.659,-10.194,0.465,85.891,0.433
Reggaeton,Ivy Queen,Sacude y Levantate,5EMa0hTtVn1vCNLgCf6RT4,18,0.0244,0.732,4.1768833333333335,0.889,0.0,0.246,-3.287,0.1,133.978,0.716
Alternative,Gillian Welch,Annabelle,3ZtC9ZDhPJj0E043tmlOgx,45,0.896,0.575,4.06445,0.202,0.00528,0.139,-11.926,0.0317,149.509,0.284
World,Jeremy Camp,I Will Trust In You,7eg6nJMuHZdCxy7YEtcZC9,28,0.00648,0.614,3.6746666666666665,0.793,0.0,0.377,-3.421,0.0324,113.971,0.321
Dance,P!nk,Try,01DSvNTUsVROjnSF5j3UbD,64,0.00141,0.673,4.131783333333333,0.629,0.0,0.0944,-7.072,0.0299,103.998,0.551
Anime,佐々木恵梨,Ring of Fortune,2lPuTPwMUBRpNfNrA7sfuT,38,0.347,0.53,4.3566666666666665,0.787,0.0,0.179,-4.505,0.057,158.095,0.784
Country,Florida Georgia Line,Dirt - Acoustic Remix,2tGeKBHF2LezykN5E6zQah,44,0.134,0.648,3.8037833333333335,0.861,0.0,0.173,-4.771,0.0297,122.018,0.653
World,The Brilliance,Holding on,7EJGVW6gEEBhtZLCzx7pgx,48,0.646,0.476,3.05645,0.285,0.00137,0.276,-10.015,0.0286,133.048,0.3
Dance,Andy Grammer,85,1mRiY74pNcCrKkWz6NjdYV,54,0.271,0.758,3.3644166666666666,0.806,0.0,0.107,-6.112,0.0493,129.918,0.572
Anime,ASIAN KUNG-FU GENERATION,No. 9,55ytzEUImomIFK4kIplmv9,20,0.00012,0.462,3.54845,0.982,0.189,0.331,-3.509,0.0707,147.393,0.73
Anime,Nobuo Uematsu,Rydia,4OpUSUl2DxERfn0u4DRxcR,32,0.983,0.414,1.01955,0.155,0.98,0.0694,-17.259,0.0403,76.228,0.814
Comedy,Ralphie May,DIA,4HtWIfwMCzK7bYbExoIbXO,23,0.791,0.539,3.70955,0.89,0.0,0.813,-8.099,0.886,117.854,0.293
Movie,Dick Van Dyke,Pavement Artist,5T7OmQN5UinLkfPeu65MgF,26,0.879,0.299,2.0082166666666668,0.0585,0.0,0.0556,-21.751,0.0452,184.764,0.251
Blues,The Bones of J.R. Jones,Hearts Racing,5yhWESlVe1xB3rZFwFvoAh,35,0.567,0.684,3.7213833333333337,0.565,0.601,0.129,-8.739,0.0289,89.997,0.355
Folk,Sufjan Stevens,Now That I'm Older,7aRmHungwLnlHDgchlLEKE,40,0.956,0.2,4.95955,0.288,0.181,0.0743,-13.808,0.0319,85.094,0.111
Blues,Eric Clapton,Let It Grow,2sXBdtNvV7fn1wbTzFrKrf,41,0.245,0.422,4.971333333333333,0.4,0.241,0.152,-13.519,0.0246,77.688,0.312
Children's Music,Kimbo Children's Music,To Watch Me Dance (Instrumental),3g4n6gzbjIi5cZzwrL42Re,0,0.943,0.782,1.0606666666666666,0.418,0.54,0.0688,-7.853,0.266,116.698,0.576
R&B,Thirdstory,Still In Love - Acoustic,1dZOrtdSrudj4krblF2MEG,47,0.888,0.363,3.8588833333333334,0.286,0.0,0.157,-9.538,0.0331,141.491,0.436
Folk,Mark Diamond,Hwy 18,0fTUuAokFoQUxzyokMrrtH,54,0.885,0.485,3.875,0.228,3.65e-05,0.112,-11.23,0.0292,135.866,0.125
Classical,Antonín Dvořák,"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": II. Largo",37amjDk5wKJ7J07EVzocEP,38,0.923,0.0629,14.711783333333331,0.0295,0.899,0.187,-26.76,0.0423,65.926,0.0373
Children's Music,Nursery Rhymes ABC,"Playtime : Here We Go Round the Mulberry Bush / Pat a Cake / One, Two, Buckle My Shoe / Itsy Bitsy Spider / This Little Piggy",1VVDj8rUL7R6JOZnkso8JZ,0,0.54,0.623,5.016216666666667,0.442,0.0,0.156,-9.428,0.923,83.261,0.387
Reggae,311,Grassroots,1gqrjyBBygXeS2V5cDRsAR,36,0.00545,0.432,4.212883333333333,0.76,1.86e-05,0.063,-8.958,0.089,175.314,0.586
Electronic,Brillz,Fourth Kind,0lVPuiG7STCw4FvYkI08UC,27,0.0369,0.696,3.8615333333333335,0.868,0.000587,0.152,-4.766,0.134,129.985,0.502
